"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"CHCHD10",10.26917,10.06024,11.25104,10.1938,10.26601,10.16225,10.75902,10.34966,10.29146,10.97528,10.95931,10.37458,10.37341,10.72537,10.71562,10.31936,9.954222,10.30321,10.0506,10.95231,10.04031,9.593741,9.400508,9.836962,10.52853,9.099393,9.742302,10.45013,9.955187,10.01514,8.62845,10.10244,8.801077,8.639958,9.058158,9.676394,9.76829,8.966185,9.656777,9.254799,9.147646,9.273165,8.97481,10.27505,8.258006,9.302334,9.639401,9.430912,8.887349,8.807469,9.31055,10.53364,9.770746,9.925845,10.25615,9.868992,10.93265,9.956709,10.26651,10.28283,10.26731,10.13838,10.16061,10.98513,10.29919,11.21647,10.25598,10.64198,10.45739,11.31421,10.33212,10.80452,10.57901,10.20394,9.457341,10.07058,10.20706,10.09883,9.651819,10.4454,10.92575,10.51718,10.21006,10.14961,10.66088,10.51932,10.72268,11.05434,11.21,10.72781,9.61978,10.3453,10.60923,11.20214,10.6996,10.09443,10.01064,10.74274,10.36119,10.96582,10.1656,10.62309,10.68076,9.692749,10.10493,10.62852,10.85281,10.48101,9.882202,10.11797,11.09005,10.18636,11.41134,10.421,10.78642,10.93134,10.84237,11.06185,10.69377
"S100A11",8.868622,9.45552,9.023111,9.159868,9.398794,9.243294,9.401453,8.997413,9.736006,9.607666,9.020681,8.447178,8.553669,8.696795,8.3386,9.063157,9.204877,9.578185,8.470093,9.553484,9.525069,8.798321,8.822714,8.97964,9.15069,9.063651,8.287254,9.129961,9.192093,9.278065,8.603388,9.305681,8.1889,9.179092,8.228209,9.007494,9.689827,8.469725,8.725795,8.356344,9.282747,8.674007,8.624718,8.550677,7.7964,8.699795,8.542405,8.778635,7.629323,8.181931,9.105361,9.120565,9.353352,8.809857,10.48602,9.693961,9.689722,9.646112,9.349505,9.829594,9.18029,9.730483,9.805124,10.07092,9.827745,10.12855,9.856233,8.822707,9.893362,9.694514,9.643754,9.893003,9.452194,8.754127,9.188572,9.349997,9.017416,8.25109,8.974361,9.916341,9.896279,9.952681,9.726448,9.62846,9.487385,9.821625,9.463866,9.356236,9.713793,9.416141,9.083505,9.847456,9.723614,9.866491,9.481652,9.446917,9.834688,9.358494,9.577918,9.862475,10.01436,10.07415,9.529169,9.537969,9.286495,9.876381,8.780453,9.748248,9.818092,8.86763,9.199066,9.595398,9.225402,9.597258,9.698573,9.367097,9.815973,9.600102,10.13014
"SPP1",6.82964354,7.859676693,7.646900784,8.430325428,7.413504216,7.481998519,10.79378304,9.497214553,11.14974994,10.69504107,7.681962706,7.297951952,7.157709363,7.610602471,7.757658013,8.120720301,7.90072804,7.424144892,6.772755001,8.938929981,8.314217903,8.212347275,8.397395765,7.871581168,7.992156947,8.155303106,7.21223237,7.560792429,7.420423094,7.71797946,7.472752521,9.219380313,7.936315707,8.940883056,9.063595761,8.416659513,8.744343585,8.279015563,10.19121026,7.72442972,8.354931881,7.540733565,8.455310664,7.128598316,7.540111361,8.219477803,8.634524972,8.382703013,7.212405206,9.815303995,7.742020822,8.083741456,7.190736894,7.626465028,7.679317512,6.946209145,7.656320284,7.896244782,8.499522748,9.014913471,7.067171337,7.950975638,7.376045925,8.546682535,8.121031742,8.658371461,7.625199987,6.763481162,8.046729646,7.547115719,9.207043862,8.300321821,6.916798329,6.85733056,8.131245891,8.128693584,7.426724199,6.947845519,11.19226082,8.661260398,10.60832611,7.906069912,7.863790467,8.363141575,6.983440496,8.076504762,6.864051025,8.223311405,7.553977182,8.392564711,8.027597568,8.945357208,8.508900864,6.877664657,8.049341885,7.104086786,8.012260955,7.138060754,6.926705995,7.898594044,9.234449434,9.17892459,6.927302476,7.679199801,7.377118385,8.346256512,6.870541084,7.585633808,7.768346994,7.80658026,7.212843622,6.948456112,6.743228128,7.260952893,7.324888766,7.31998735,7.170839698,8.95719785,7.265693898
"AIF1L",10.31628,11.54853,11.3044,10.67514,12.16431,10.9709,11.81909,11.40419,11.20128,11.4984,11.67884,10.27744,11.48489,11.07872,10.40696,10.97304,10.23395,11.76102,8.412557,10.99072,11.59812,11.14788,11.43515,10.8299,11.03562,10.8984,11.35106,10.60577,11.24473,11.23656,11.02861,11.23888,11.53309,11.20463,10.99686,11.31591,11.28856,10.8923,10.87502,11.53693,11.20723,10.82314,11.16122,11.20764,10.75532,11.34375,11.32649,10.65122,10.17126,11.50867,10.88659,11.36921,10.58222,8.953088,10.93319,11.58473,11.34466,10.94822,10.74229,11.43516,11.20297,11.79476,11.94109,11.27895,11.34152,11.82055,12.04583,10.34097,11.55765,12.04128,11.49001,11.66364,11.60066,8.710045,11.78401,11.81458,11.27368,9.625351,10.33096,11.79008,11.57255,11.47,11.80763,11.50029,11.95283,11.47811,11.77833,11.67024,11.84825,11.86045,11.27134,11.73001,12.19169,11.47021,10.99129,11.68993,11.41102,11.68068,11.50096,11.22342,12.00285,12.33612,11.56097,12.00796,11.0572,12.02418,11.54134,11.21718,11.398,9.885969,11.18428,10.90765,11.55724,11.51469,12.30199,11.48002,11.76754,11.98466,11.22386
"BCAT1",7.792418,7.444377,7.982641,8.714043,7.827447,8.458579,8.638873,8.482084,8.64918,8.532062,8.529791,8.175458,8.454256,8.517881,8.060398,8.664041,9.005046,7.997629,7.117521,8.130828,8.039097,8.388107,8.485745,7.774096,8.538126,8.176924,8.479943,9.034478,7.966819,8.745978,9.32075,8.391672,9.657332,8.60792,7.747839,8.326695,7.962939,8.557517,8.587595,8.370808,9.596272,8.312359,8.390718,8.104004,9.420722,8.268897,8.41507,8.587407,7.611706,8.395142,9.0085,7.944584,8.178041,7.079813,9.136726,7.470625,7.988407,8.098936,8.329391,8.040882,7.687133,7.340721,7.865551,7.84045,8.73715,7.859755,7.842362,7.283022,8.074659,7.118276,8.099587,7.841068,8.007418,7.266752,7.885382,7.70145,8.545131,7.169174,7.682387,7.85472,8.014295,7.987219,8.166569,7.92792,8.268169,8.072199,8.287758,7.887936,8.085981,7.383871,8.058204,7.855884,7.980616,7.701789,8.08648,7.876808,8.46684,8.01678,8.450315,7.768359,8.615773,7.559542,7.732239,7.389509,8.248986,7.697458,7.225138,8.561583,8.37785,7.537352,7.861482,8.362561,7.763744,7.760101,7.153882,8.179362,8.018643,8.364024,7.885367
"HAVCR2",9.141025131,8.971883263,8.823320669,10.28796891,8.953016376,9.731195803,9.561077659,9.361444405,9.974465979,9.495395216,8.440353805,9.181860872,9.041408777,8.449917541,8.972337912,9.337810089,9.916021448,9.119714771,9.202829228,8.84626455,9.117456492,8.56900008,9.04941675,9.703579723,9.572529879,8.516484381,8.330006236,9.35414087,8.943146975,9.263068543,9.273884745,9.733030488,9.337144324,9.229523041,8.839826064,8.994404339,8.506456219,9.143780072,8.134554517,8.456381289,9.706817463,10.21508459,8.522013278,8.618587931,9.495788291,9.375347934,9.470234218,9.030206609,8.794982463,9.355952381,9.113637333,8.989583417,9.938373733,10.18700856,10.78937556,9.152483237,9.736351946,9.835501318,9.269208298,9.396867035,9.085572581,8.735132557,8.736701397,9.368992448,9.610899217,8.928673153,9.243434061,9.124831444,9.312095593,9.25742924,9.312605895,9.43882336,8.713887616,9.715782841,8.865440505,8.836207149,9.59659926,9.348560315,9.935571741,9.196601485,9.597236123,9.334082128,8.747346588,8.984185517,8.915894352,9.490042708,8.92075168,8.91702527,9.310890815,8.545070344,8.865944086,9.294958398,9.396670028,8.679940727,9.649191796,8.322913171,8.779391551,8.926183248,9.545219246,10.63128413,9.896560918,9.621582871,8.361280299,8.641077647,8.648983289,8.953967056,7.929170328,9.496562522,8.820365916,9.679165574,8.528662686,9.312435207,8.48561735,8.871227047,8.391195057,9.04631997,9.589987871,9.242032403,8.845652979
"CFD",13.13451,13.86671,13.71596,13.2199,13.77654,13.92781,13.8237,13.51628,13.75946,13.36682,13.63625,13.35568,14.02184,13.66207,13.7543,13.58142,13.78731,13.96066,9.849696,14.06424,14.06709,13.83873,13.86693,13.58445,13.82762,13.97738,13.62084,13.49375,13.6677,13.33485,13.63997,14.21754,13.81305,13.67108,13.65971,14.08389,14.0507,13.67846,13.81494,14.03341,13.41998,14.53475,13.45917,13.85246,13.66808,14.14182,13.9096,13.59383,13.5313,14.32916,13.72748,13.38994,13.36822,11.0184,13.37333,13.39699,13.2275,13.40329,13.2525,13.25394,13.67718,13.56043,13.94822,13.34201,13.19124,13.3985,13.61864,12.62868,13.49211,13.32787,13.30746,13.47782,13.41872,10.55963,13.47804,13.54167,13.69108,10.83804,12.28974,13.63067,13.85836,13.33946,13.81218,13.98025,13.53723,13.34065,13.47447,13.38817,13.48943,13.51978,13.34475,13.44783,13.24538,13.43249,13.06172,13.60948,13.35873,13.49046,13.34925,13.16567,13.5395,13.361,13.50269,13.24374,13.46557,13.47774,13.12323,13.34229,13.36175,12.96287,13.51306,13.24706,13.30895,13.18116,13.3523,13.11535,13.48721,13.38725,13.42507
"SOX8",8.28972,8.106174,8.036999,7.749278,6.880388,7.052012,7.623952,7.71341,6.970745,6.894749,8.344165,8.499252,7.014188,6.899711,8.097459,7.963865,6.920963,7.392313,8.769043,7.049318,7.176029,9.46436,7.45541,7.95832,6.91567,7.385328,7.949192,7.032635,6.839695,8.744183,7.150252,7.309055,7.799831,7.787452,9.649352,7.012692,8.513678,7.021832,8.910481,7.620987,8.472828,8.013346,8.543511,7.203605,6.891322,7.180488,6.905496,7.063947,8.573175,7.007981,6.925119,8.568494,6.849274,8.309361,7.929166,7.077855,7.027982,7.637883,7.052714,7.230393,8.078602,6.93138,7.446544,7.151606,6.961063,7.284031,8.022889,8.130215,7.550352,7.462344,6.91315,7.243643,7.2133,8.475123,6.939945,7.710078,7.04199,9.072371,8.667987,7.268973,7.224927,7.415679,7.688911,7.436284,6.824201,7.269384,6.785121,7.982799,7.229493,7.129844,7.698169,7.204675,7.832582,7.804174,7.347066,9.476569,7.498899,6.906249,6.980959,7.288038,7.906963,6.78237,8.075557,9.912243,7.169929,7.002632,8.132832,7.117559,8.114913,8.756073,7.46592,7.118758,7.8531,6.928325,7.556714,6.980342,6.972862,7.323206,8.061796
"CSRP1",11.09193,12.82387,12.84842,10.51275,10.37224,10.66726,11.53799,11.86254,10.14609,10.18681,12.07064,10.43107,10.09416,11.65033,11.7323,10.56975,10.61416,11.64253,9.336162,10.36793,10.36269,11.0401,10.63389,10.7817,10.01542,10.44728,11.85913,9.817071,9.598786,12.41661,9.315476,9.611305,11.22751,11.69915,11.21014,10.06046,11.06116,10.14154,12.04501,10.33357,10.20694,9.391338,11.54634,11.5667,10.23471,10.74461,9.644349,9.766024,10.61467,9.63878,10.00065,12.07349,10.38859,9.655335,10.92891,10.54022,9.741362,11.08647,10.23998,10.26247,12.4436,9.89664,9.556663,9.703471,10.87363,10.27267,11.20375,10.93442,10.78532,9.903671,10.33642,10.31693,10.36313,9.538182,9.629291,11.19731,9.616865,10.20291,10.43287,9.914415,9.781375,10.46818,10.15926,11.50034,9.846252,10.46651,9.786225,11.50484,10.0941,9.973739,11.83156,9.90074,10.3015,11.34886,10.23751,11.56388,10.42052,9.704365,10.02143,10.02923,10.59119,10.03547,11.94063,12.95096,10.42595,9.672419,13.06491,9.767413,11.87792,10.50068,12.648,10.05422,12.36588,10.23174,10.54823,10.4962,9.720692,9.68591,9.582767
"C1R",10.08906263,10.08805497,9.950061128,10.61150664,9.19148802,10.47952494,9.536304445,10.29505632,9.269266847,9.640737716,10.72328209,9.059499398,9.514421262,10.36308137,9.34822646,10.60714629,10.76845848,9.906038293,8.690436473,10.22894379,10.17889336,9.996034516,9.881321914,9.469073619,9.911123677,9.765448905,9.802243941,9.958004598,9.207789368,9.844032368,10.09674214,8.961090278,11.21773496,11.25909852,10.31731091,10.02273567,10.54216892,10.96628575,9.621233138,10.05491734,10.84052581,9.938708467,9.879403496,9.763241794,10.74659736,10.14520877,9.721222834,10.20803844,9.468043234,9.568523458,10.28379285,8.632846584,9.569546699,8.352397185,9.38959055,8.346631535,8.040887082,9.234409371,9.086706415,8.440137416,9.201250613,7.937551307,9.227451071,8.069947694,9.326351018,8.480381846,8.945363217,7.961439534,8.422249559,7.370519786,8.180520763,8.284069597,8.439078689,7.681264672,8.900486131,9.255035869,9.755389673,8.254324902,9.333106176,8.361659312,8.608341548,8.256434878,9.090493732,8.389551122,8.225377882,8.172683691,8.168734431,8.715542798,8.545514132,7.898875405,9.574423511,8.04162229,8.51612841,8.991669589,9.019093324,9.13681955,8.66144755,7.717251048,8.495247218,8.181041216,8.754329759,8.231594589,8.220474835,8.777358017,9.027810112,8.174247463,8.377125558,9.08551003,9.32365428,8.243442393,8.239901113,9.230737413,8.612313404,8.214066693,7.870812016,9.319583635,8.479536783,8.459252298,8.805877379
"FLNA",8.155524413,9.207679204,9.722736914,7.628777243,8.341913807,8.325111505,8.105426757,7.995452435,7.611009869,7.929464159,8.585695863,8.035286413,7.634673826,8.143887579,8.341903663,7.681272953,7.871314385,8.522037762,7.952948402,8.031520744,7.785240384,8.226916441,8.212232499,8.451063064,8.093744941,7.880731468,9.124311132,8.283356271,7.932452587,9.457820307,7.637629143,8.634124729,8.392704238,7.900086596,7.545053476,7.812949935,8.160374027,7.277453913,8.610157671,8.066925757,8.100855985,7.717076808,8.40386259,8.406058918,7.564692953,8.539737222,7.85765038,8.093750215,8.435764132,7.803158578,7.464474185,8.421606478,7.840577253,7.930525943,8.027254942,8.21425531,8.290700932,8.258449523,7.702268864,8.214286294,8.860483032,8.233716563,7.264920834,8.159762224,8.161431052,8.364868732,8.164044995,8.143470399,8.351494961,8.849027013,8.546329891,8.262538836,7.895305521,7.601511266,7.675649475,8.403414396,7.533750403,8.323720959,8.490707662,7.802900162,7.554913327,8.534861976,7.850041713,8.227522756,7.713882835,8.049678422,7.881449711,8.71600855,8.090299326,8.065361044,9.063872444,8.460603379,8.004491965,8.926743744,8.607663838,8.196174763,7.731634479,7.700670357,7.812406956,8.07042243,8.306301293,8.937712578,8.505450824,9.878658282,7.81701556,8.254665013,9.757201531,7.526742162,9.112652222,8.288242048,10.23195144,7.799548309,8.727692532,8.006935191,8.104392936,8.014094288,7.916767268,7.86810623,7.781258245
"HOPX",8.275622,8.730216,9.860212,8.776355,7.80712,7.478089,8.598227,8.826432,7.494682,8.104395,8.615359,8.579457,7.216886,7.964493,9.027948,8.612121,8.139298,8.301773,7.859504,7.376519,7.242585,7.778702,7.888664,9.116693,7.539669,8.126261,9.053995,8.036379,7.371148,8.923166,7.44173,7.442113,8.744077,8.545994,7.550435,7.330861,8.055575,7.170508,8.429693,7.710841,8.521562,8.067203,8.701527,8.706325,7.592039,8.282295,7.402543,7.723271,8.352711,7.234544,7.534592,8.199419,7.674676,8.481069,8.066332,7.413833,6.950844,8.065665,7.294048,7.16872,9.224911,7.046725,7.330686,7.35456,8.2624,7.164618,8.136735,8.393344,7.410592,6.688614,7.062432,7.478165,7.502012,8.408617,7.499995,8.295851,7.454715,8.41004,8.762457,7.245406,6.845027,7.461652,7.448263,8.603752,7.337029,7.381638,7.241029,8.160149,7.126747,7.26591,9.428965,7.192669,7.25793,8.0815,7.604168,7.75509,8.122127,7.587866,8.04633,8.052356,7.672997,7.303905,8.472542,8.688945,7.297429,7.115372,9.450659,7.632775,8.794003,8.431695,9.45576,7.676435,8.230133,7.732839,7.367906,7.665161,7.364763,7.373849,7.529982
"COL15A1",8.548691,9.677211,9.89469,9.39851,9.949512,8.731114,9.376952,9.620056,10.24891,8.931802,10.15657,8.914075,10.61177,9.479623,9.023887,9.370772,8.430038,9.663608,7.863199,9.014289,9.069035,9.745796,9.795595,8.899512,9.138942,10.19199,9.732522,8.769549,10.46167,9.449022,9.544085,10.09307,10.39282,10.58887,9.383164,9.511761,9.570198,8.984818,9.851812,9.987954,9.659905,8.758141,9.762844,10.34236,8.797153,9.658768,9.812325,8.303542,8.926037,11.19514,9.612138,9.389878,8.833635,8.148949,10.05301,9.821153,10.04892,9.423409,8.742251,9.85025,10.21952,9.956519,9.799025,10.37292,10.08608,9.527171,10.03526,8.588662,9.896299,9.643766,9.76944,9.823729,9.742347,7.51115,9.574793,9.421023,9.306742,7.721034,9.560749,9.491582,9.745605,10.08502,9.690598,9.741341,9.811712,10.07456,9.854904,9.24536,8.857988,9.74471,10.17545,9.517584,9.483067,9.462113,9.254419,10.01857,9.785218,10.24362,9.672226,8.649988,9.658535,10.20869,9.785543,9.639657,8.648335,9.727501,9.522842,8.895529,9.789075,8.393212,9.117574,8.884636,9.300362,10.5635,9.568683,8.635319,10.50331,9.713603,10.271
"HSPA1B",9.661863907,11.00563327,10.07011493,9.797568006,10.22742149,10.60715294,10.05797557,10.5909517,10.11369868,10.45691559,9.704361042,8.862152285,9.669791154,10.12011198,9.716492292,10.08238081,10.82136751,10.00950656,9.181490253,10.59980216,10.42699194,10.62288117,10.46807011,9.82008469,10.42553248,10.98391678,10.39587199,10.30634357,10.17151935,10.5301429,10.5727115,10.32300239,10.69390742,10.88283988,10.46896815,10.5245289,10.82566177,10.99199429,10.53196874,10.36012438,10.27501141,10.35496687,10.39178328,10.25017598,10.78577112,10.56291356,10.09777813,10.9665891,9.910717903,10.45428015,10.70124734,9.933858122,10.81978359,9.885937529,9.59290758,10.528054,9.838892599,11.56555875,10.73505954,10.45466192,9.927102623,10.1107288,10.25959621,9.548169749,9.774152465,10.18811969,9.740301023,9.444407373,10.19139609,9.765872075,10.02386639,9.843458516,10.14308443,9.210685969,10.10746298,11.22232923,10.70055162,9.378766218,9.946803007,10.39049749,10.62848397,11.07179332,10.45050495,10.40844917,10.1718701,11.0825587,10.23099288,10.22452347,9.717359426,9.768656144,10.3232041,9.894748633,10.61691299,9.632499791,10.11008969,10.7716261,12.26332155,10.36566122,10.89891301,9.563810222,10.63529397,9.68303154,10.26436611,13.32804605,10.65901956,10.7973402,13.1591929,10.80507372,10.5755425,9.386349413,10.07526558,10.63963548,10.15220332,9.847923027,9.908664976,10.55991542,9.82225366,9.924574338,10.29659881
"EMP1",10.05824,11.19756,11.7534,11.43803,11.94497,11.65909,11.84576,11.86531,12.37672,12.32268,12.21564,10.43276,12.72161,12.20732,11.43427,11.82183,11.79535,11.53726,8.145487,11.81622,11.57642,12.05615,12.05185,11.22871,12.23977,12.05663,12.02205,11.69277,12.84664,11.69561,12.69721,12.12504,12.46399,12.33817,11.29976,12.49335,12.05661,11.87067,11.95911,12.26866,11.70522,11.57352,11.95897,12.30477,12.16666,12.13839,11.9017,11.76695,11.11825,12.71266,12.29023,11.83462,11.36362,9.218206,11.75925,11.77273,12.28949,11.06284,11.91387,11.96853,11.84792,12.14894,11.72938,12.21644,12.15,11.65001,11.81554,10.24517,12.13783,11.78714,11.75268,12.33355,12.2025,8.201464,12.17529,11.21161,11.90062,9.6238,11.73889,11.97432,11.98413,12.40315,11.82741,11.92637,12.21354,12.3949,11.94631,11.40904,12.16369,11.6629,11.72862,12.62859,12.21968,11.93949,11.58938,11.34373,11.60765,12.1864,11.92967,12.06204,11.89187,11.9418,12.14529,12.49188,11.85674,11.85987,11.75791,11.93379,11.89865,10.2789,11.32234,11.79559,11.6225,12.33218,12.05709,12.16011,12.21634,12.04506,12.45943
"PLN",7.705644,9.354699,9.521104,7.325234,7.36089,7.554798,8.536324,8.547463,6.836365,6.766519,8.287301,7.440218,7.216886,7.844937,8.626153,7.800379,6.943722,8.286994,6.94253,7.033092,7.015858,8.599916,8.215839,7.866564,7.128298,7.926379,9.58549,7.526362,7.73924,9.570812,7.023037,7.011996,8.799659,9.313576,8.711698,7.051123,7.70281,7.14935,9.166955,8.534769,7.597829,7.689215,8.778433,8.762633,7.256588,8.387252,7.233098,7.277428,8.102291,7.085557,6.975873,9.554984,7.442902,7.559619,8.219476,7.991324,7.442135,8.532022,7.047723,7.283796,10.05531,7.174494,7.380385,7.248761,7.928359,7.124086,8.055465,7.909846,8.009108,7.392872,7.272627,7.502959,7.593277,6.719255,7.421063,9.486879,7.197977,7.7832,7.935357,7.723736,6.80476,7.817216,7.777593,8.886513,7.36201,7.972705,7.1821,8.487773,7.310571,7.108374,9.108725,7.765375,7.878227,8.78946,7.106414,8.814598,7.888342,7.675239,6.929588,7.174687,7.927188,7.145392,9.108076,9.558868,7.322172,7.320868,10.0464,7.226475,9.381896,8.16434,9.656307,7.170894,9.637839,7.868692,7.949901,7.97646,7.520269,7.431954,7.268256
"PARM1",9.889206768,10.61178359,11.54173794,9.781966566,10.45040697,9.234279825,10.00054115,10.60653078,9.643591278,9.136709295,10.26770147,9.77229041,9.854288898,9.534008102,10.24089443,9.84952618,8.788801159,10.42696844,9.497609764,8.767838654,9.202585178,9.25128402,10.08507277,9.408808843,9.107468897,9.251246115,10.6943794,9.188354438,9.609607845,10.68892874,8.836193744,9.39133192,10.40707723,10.79615149,10.71334479,9.012605546,9.074418418,9.345732381,10.26640494,10.06447742,9.234756643,9.073613095,10.11995797,9.780478304,9.315436308,9.666288088,9.701887848,8.803353101,9.791027065,9.799457307,8.962501345,10.81704694,8.939298387,9.535858306,9.980660797,10.45418326,9.602091645,9.901709457,8.909503437,9.630218395,11.70927662,9.866009634,10.06865322,9.534173019,9.868680407,9.150113255,9.911254389,9.712752413,10.09614128,8.77120443,9.883252686,9.643625222,10.19455395,9.523800721,10.13959064,10.73188648,9.355035379,10.38000611,9.93249353,10.10141481,9.606083801,9.490304637,9.747948942,10.53121569,9.846689391,9.582526564,9.84464316,9.695369917,9.611322,10.07430983,10.59347206,10.2604269,9.952139512,10.31079042,9.085446556,10.0415923,9.943799701,10.03775768,9.226351939,9.202375449,9.149709907,10.02295409,10.22268025,10.88246354,9.024380664,9.744589819,11.90208836,8.85611587,10.19495795,9.618966855,10.70111505,8.98478158,10.91164935,9.862837739,10.62013697,10.18547321,9.870344821,10.33168732,9.460740587
"HBB",14.33573,14.06218,13.71333,14.1185,14.08751,13.67874,14.05198,13.86265,13.79421,13.71479,13.93458,13.79049,13.31505,13.64844,13.67947,13.7302,13.39557,14.37616,12.70117,14.17283,12.94488,14.00389,13.9239,14.15709,14.13986,14.41422,14.11346,13.05545,13.7644,13.6239,14.0458,14.06103,13.97956,14.89474,14.67111,14.12425,14.19822,14.16571,14.23104,14.09374,13.51343,14.31569,13.92224,14.0992,13.44144,14.34447,13.57141,13.9292,13.83167,14.20994,13.86537,13.81175,13.70498,12.39211,13.52686,13.71055,13.42292,13.57407,13.63369,13.16647,13.95415,13.1895,14.23182,13.62458,13.14651,13.63892,13.85518,13.65639,13.88185,13.73169,12.92553,13.86172,13.63234,11.11224,13.75567,13.96028,13.45529,12.37433,13.76042,13.98444,14.20486,13.62143,14.12595,14.27533,14.00874,13.52787,13.78966,12.936,13.37931,13.5531,12.61841,13.02767,13.54213,13.79266,12.88226,13.67576,13.65229,13.92102,13.44799,13.48246,13.941,13.47095,13.86604,13.90269,13.45109,14.03505,13.77199,12.97464,13.75088,13.5418,14.0294,13.27949,13.68571,13.3033,14.03146,13.64046,13.11068,13.75873,13.3705
"TPPP3",7.19696,8.45467,8.031657,7.599835,7.443334,7.124169,8.269978,7.917114,8.050772,7.268753,7.777298,7.439904,7.548437,7.538955,7.4134,8.097144,7.335764,7.188859,6.716893,7.303384,7.488839,8.230084,7.630456,7.731516,7.151886,7.178468,7.609473,7.616602,7.569219,8.102779,7.553868,7.631458,7.971947,7.367958,7.15578,7.32143,8.581059,7.25482,8.211966,7.760948,9.276541,7.199064,7.586957,7.239052,7.073556,7.445221,7.220163,7.127948,7.07934,6.793814,7.400129,7.731781,7.428312,6.902218,7.795286,7.365849,7.357029,8.008818,7.652224,8.165918,7.911729,7.679649,8.332326,8.067813,7.527473,8.850658,8.572298,7.108563,8.45002,7.818061,7.837871,7.679312,7.957323,6.81065,7.411224,7.616408,7.417646,6.965362,7.536126,7.381656,7.028217,8.026272,7.546117,7.179874,7.951865,8.000168,7.753461,7.697846,8.752199,7.211891,7.89344,7.717001,8.595398,7.683142,7.239964,7.692232,7.803303,7.754228,7.700035,7.34206,8.477162,7.324127,8.200785,7.97794,7.728802,7.828719,7.934801,7.851566,9.036285,7.210336,7.579424,7.917886,8.082688,7.829988,7.266353,7.813704,8.165765,7.105878,7.984249
