"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"SLC25A4",9.160686,10.42901,10.81454,9.277717,9.980835,10.06861,10.45959,10.14722,9.972416,10.22158,10.22852,9.047592,10.57117,10.34444,10.21306,9.402827,9.885634,10.0255,8.224676,9.869465,9.799505,10.04096,10.10043,9.543167,10.08957,9.872696,10.40724,10.13224,9.859714,10.58507,10.0857,10.11806,9.954013,10.129,9.881717,9.980361,9.687427,9.950928,10.70119,9.823,9.751507,9.610306,10.28449,10.10505,9.985356,10.17302,10.19364,10.05332,9.575863,10.03605,9.813717,10.56616,9.727779,8.743523,9.557562,9.974942,10.08109,9.404042,10.182,9.814563,10.66199,9.883599,9.880836,10.00036,9.576939,9.974339,9.549728,9.445019,9.917355,9.80999,9.613892,9.591688,9.958841,8.532587,9.787683,10.36002,9.95191,8.700545,8.876298,9.994613,10.08537,9.820679,9.540007,10.2257,10.23806,9.828407,10.12357,9.709744,9.841602,9.944788,9.767199,9.768887,9.544879,10.16032,9.852653,10.00408,10.01479,10.39377,9.942492,9.475551,9.191912,9.440221,10.37186,10.31845,10.02674,9.823422,11.01376,9.909779,10.02256,9.109241,10.5245,9.923621,10.41691,9.81236,10.17222,10.00513,9.789193,9.964211,9.934292
"MYADM",10.89139,12.1084,11.94996,11.63851,11.45121,11.27495,11.71157,12.07664,11.76492,11.23015,11.75087,10.5152,11.68164,11.5758,10.9996,11.66511,11.40623,11.28744,9.883063,11.18618,11.32695,12.07154,11.39345,11.09108,11.55389,11.6425,11.66388,11.00073,11.42169,12.07268,11.30705,11.42856,12.3704,11.52084,10.95128,11.22175,11.5965,11.05225,11.90825,11.59191,11.29365,10.93935,11.49722,11.49311,11.59968,11.6941,11.028,11.11893,10.83649,11.59186,11.26172,11.34946,10.94672,10.18064,11.15537,10.97703,11.29457,10.74232,11.53054,11.81062,11.98901,11.50381,11.55669,11.07526,10.92417,11.50637,11.43537,10.68948,12.17582,10.85799,11.40466,11.29297,11.44409,9.936661,11.62179,11.67722,11.12921,10.37374,12.11346,11.22789,11.24289,11.22991,11.40398,11.1107,11.03975,11.19445,11.18603,11.43876,11.77648,11.1432,11.66013,12.04998,11.85696,11.20759,11.70891,11.35631,11.62388,11.87006,11.66345,10.93961,11.71415,10.64092,11.66407,12.29689,11.20476,11.15756,12.1979,11.72347,12.37514,11.01914,11.85459,11.63101,11.58348,11.14958,11.03096,11.44983,11.43878,10.62925,11.66133
"TCEAL4",10.56303,11.63737,11.94321,10.81472,10.69463,11.15901,11.27054,11.42804,10.89762,10.71316,11.22912,10.1865,10.74741,11.35531,10.90976,10.92237,11.21487,11.28276,9.942991,11.02472,10.95763,10.99294,10.60636,10.9607,11.1735,10.49344,11.82191,11.26018,10.77272,12.41903,11.06962,10.75817,10.59883,11.32724,10.95009,10.88677,10.99775,11.18518,11.26874,10.54109,11.19547,10.65642,11.46405,10.91127,11.32852,11.23033,10.50075,10.90299,10.67031,10.53612,11.01452,11.65035,11.52908,10.31655,10.97157,10.94051,10.45343,11.08338,11.35833,10.84297,12.02911,10.5872,10.86265,10.64136,11.21228,10.60172,10.87329,10.54857,10.96484,10.69461,10.50853,10.79294,10.89517,10.13104,10.7828,11.63904,11.19977,10.735,10.93325,10.59512,10.63771,10.62586,10.29986,11.3824,10.46432,10.76768,10.44131,11.31691,10.93543,10.45359,11.42195,10.86837,10.85721,11.10751,10.8357,10.98417,10.6288,10.69476,10.88824,10.86834,10.1714,10.4427,11.2837,11.87265,11.12011,10.49366,12.46874,11.10224,11.53898,10.40056,10.70294,10.96481,11.65908,10.94384,10.49173,11.24599,10.81104,10.372,10.54379
"C3orf70",7.565011145,8.851148358,8.839149568,7.591100221,7.818198674,8.113082826,8.164350932,8.19554366,7.365509657,7.523750437,8.184014004,7.183515853,7.650661713,7.850914394,8.18441262,7.383244192,7.784045475,8.199114905,6.936934082,7.357969481,7.448694547,8.356917954,7.826436263,7.651452199,7.850601806,7.512332668,8.907027889,7.791741786,7.516228785,9.031864002,7.696312297,7.354642238,8.321477761,8.666748341,8.123180183,7.858728465,7.573230091,7.68228723,8.73463782,7.690565973,7.513418672,7.635185983,8.663609903,7.673798631,7.471941858,8.106925608,7.688506761,7.321032482,7.773049203,7.44499924,7.369052277,8.302789862,7.26027907,7.115353185,7.977710312,7.531528641,7.304733265,7.567891907,7.989166764,7.232922968,9.094058782,7.545827535,7.729169237,7.305423935,7.558636942,7.37025749,7.635735928,7.616200921,7.526171153,7.05101191,7.411256634,7.579790433,7.790057172,7.153885947,7.789478635,8.392981499,7.467587367,7.205614622,7.493312709,7.259777386,7.58701559,7.480136901,7.585105387,8.299742046,7.736672164,7.668200412,7.759615121,7.706797034,7.366472273,7.427151997,8.001120965,7.412437086,7.246338482,7.849627513,7.317958009,7.877213181,7.665519,7.553938846,7.201102513,7.054395019,7.720859365,7.303086327,8.161191504,8.540328254,7.448959827,7.599992971,8.998236605,7.662278159,8.234061882,7.48057323,9.028723055,7.452007566,8.292363791,7.662982684,7.683525854,7.566241881,7.563510214,7.569897681,7.600051823
"CTSB",12.05615,11.48663,10.97816,11.58328,10.79456,11.57582,11.37132,11.21804,11.5786,11.54535,10.81587,11.05981,11.00664,10.89398,10.64006,11.58827,12.25524,11.63532,12.18777,12.01373,11.66065,10.98796,11.61883,11.6447,11.41568,11.30803,10.94993,11.13794,11.27301,11.30241,11.42762,11.54627,11.17207,11.42838,11.40201,11.25413,11.68579,11.70019,11.08478,10.95095,11.24681,12.35488,11.18206,10.73552,11.79123,11.59889,11.87228,11.59904,10.69617,11.42728,11.84044,11.34555,12.3824,12.00233,12.40412,11.64805,11.66696,11.90256,11.62372,12.14441,11.56314,11.35081,11.68953,11.87283,12.22535,12.07362,11.6818,11.99673,12.13018,11.66299,12.16884,11.98002,11.58391,11.85588,11.84159,11.70428,11.68313,11.33281,12.00617,11.72949,12.07735,11.50782,11.53688,11.39935,11.31872,11.50147,11.47251,11.94224,12.09364,11.6659,11.98735,11.8814,12.142,11.6945,12.57223,11.53843,11.661,11.63632,12.46005,12.85929,12.85473,12.11936,11.39567,11.48056,11.65458,11.83724,11.20798,12.43105,12.14338,11.97524,11.61046,12.1202,11.28101,11.69145,10.76412,11.67795,11.77301,11.49831,11.68379
"FNBP1",11.01022,10.80215,10.87399,10.78904,9.728447,10.16972,10.46214,10.56374,9.535647,9.981424,10.20122,11.753,9.717488,10.25207,11.05243,10.55393,10.12228,10.10847,11.17861,9.873863,9.792527,10.21723,9.88021,10.74769,9.889479,10.2534,10.72442,9.760816,9.147935,11.04004,9.879278,9.556139,10.43988,10.50159,11.08985,9.833499,9.727094,10.32195,10.66735,9.479486,9.832145,10.43877,10.33647,10.28341,10.22622,10.17447,9.703438,10.09755,11.13987,9.321542,9.914209,10.43042,10.29953,11.10877,10.10179,9.334576,9.298157,10.38785,9.920336,9.526561,10.78516,9.11518,9.379882,9.257145,10.13164,9.53833,10.09679,11.24564,9.529535,9.388934,9.454812,9.221381,9.496399,11.52915,9.732788,10.89134,10.16324,11.37568,10.85277,9.491433,9.489071,9.504763,9.553318,10.13074,9.225562,9.501834,9.224737,9.877505,9.548631,9.450536,10.70555,9.219709,9.479117,9.681963,9.966073,9.921831,10.08058,9.114544,9.969429,10.30197,9.877963,9.225674,10.57356,10.45379,10.18357,9.14659,11.13616,10.09667,10.50067,11.37393,10.83725,10.08919,10.44234,9.530806,9.027112,9.945871,9.417967,9.555439,9.439515
"ANGPTL2",10.07583,10.81828,10.35051,10.07199,11.4651,11.32254,10.90112,10.89592,11.62903,11.17585,10.76242,9.316912,12.00277,11.34645,10.10792,10.60032,11.31476,11.12424,8.444303,11.79791,11.94392,10.63378,11.06908,10.08772,11.71679,11.36296,10.46948,10.66781,11.42336,10.49255,11.31167,11.68016,10.86794,11.38924,10.88756,11.89687,11.22542,11.94908,10.98947,10.8445,10.16542,10.8445,10.74168,10.72656,11.74335,11.39985,11.53592,11.14292,9.413151,12.19454,12.00607,10.65241,10.81137,8.422937,10.61172,10.9819,11.26391,10.05581,11.38675,11.7873,11.01318,11.43683,11.53865,11.42958,10.71493,11.45275,10.8297,9.405493,11.71629,11.37449,11.3531,11.45617,11.58488,8.015377,11.76913,11.18436,11.40377,8.742924,9.56108,11.67097,11.51183,11.36993,11.17121,10.83396,11.10075,11.40525,11.19686,11.11526,11.22159,11.30585,10.15712,11.30507,11.20724,10.60672,11.0271,10.83975,11.1183,11.37635,11.05463,10.48728,10.77244,11.20322,10.81159,10.00483,10.90926,11.68305,10.2878,11.21811,10.92771,9.33077,10.50895,11.35913,10.60504,11.5197,11.01342,10.93826,11.49856,11.25487,11.31256
"CLEC3B",11.02315869,11.89130494,11.86709866,10.31255579,11.31498392,10.23648988,11.89237516,12.19223416,11.63483832,10.72152467,11.79066374,10.74924128,11.59982249,10.21988569,10.86285126,12.34735227,10.67036618,10.76464752,8.366786219,10.32449907,10.74615384,11.73792559,11.60294441,10.9209929,11.29698508,10.7638615,10.28456723,10.26401972,11.33020842,11.74677601,10.5525898,12.13383811,11.09341908,10.70258572,10.46327124,10.39337065,12.38401156,9.063525282,11.06361992,11.5763209,12.56325131,11.38641094,11.37320095,11.27356933,9.07689478,11.96370375,10.75916558,9.792451612,9.955476795,11.06760974,10.59381986,11.00372018,9.041016027,8.749917338,10.90030845,10.12403679,11.27324878,10.75190606,9.979569955,11.21852892,11.09610516,11.38397458,11.65556605,11.72913888,9.336708617,11.89368203,11.64480016,9.807138155,12.12937741,11.66173363,11.7487052,11.12526738,11.25432702,8.133701223,11.29132162,11.09070007,10.53958706,8.762376382,10.4188114,11.18815811,9.952398141,11.49180086,11.74889084,10.70092948,11.12873248,11.43427485,10.93161606,11.37991609,11.68517946,10.70220662,10.31728233,12.02697101,11.67665536,11.57440158,9.912963104,11.12030184,10.95112667,11.42979061,9.674177392,9.965051723,12.7019722,11.53659643,11.5087246,10.49051975,10.16740123,11.50149774,11.47251066,10.22786437,12.53434277,10.00578372,11.49948969,9.949049369,11.54457666,11.45706898,10.56397984,10.57527927,11.31248761,10.82394244,10.93052919
"ISL1",7.682174,7.32136,7.029554,7.103258,6.699362,9.060325,6.857697,8.002236,6.835206,8.46793,7.167563,7.85254,6.720491,9.038323,6.88652,7.622926,9.131882,7.825595,6.994871,9.015042,9.139429,7.845928,7.592672,7.460674,9.047986,6.829249,8.095623,9.203821,6.883615,8.176269,8.433321,6.692142,8.125458,7.223812,7.884018,8.687199,7.942242,9.646089,8.650442,7.717294,7.770906,7.181285,7.497539,6.758356,9.297057,7.449132,7.484053,9.246511,7.235622,6.701509,9.064869,7.295499,9.201795,6.906212,7.076623,6.733715,6.629626,8.458041,9.074807,6.640378,7.323714,6.643003,8.384104,6.716174,8.990519,7.694599,8.686419,7.398624,6.972407,6.698238,6.745816,6.720149,6.731608,6.926349,6.688496,7.939906,9.264341,7.090284,7.17693,6.647611,7.215485,6.62637,7.758603,7.068768,6.587754,6.794648,6.741123,9.438265,7.891198,6.688603,7.891717,6.694627,8.21955,7.532635,8.495741,7.989306,7.527766,6.719948,8.982885,8.608516,8.606784,6.732634,8.257308,8.434746,9.320709,6.655411,7.867505,8.901434,8.2411,7.401285,7.27406,9.300489,7.830894,6.823531,6.825525,9.333709,6.785885,8.40097,6.820549
"NAMPT",7.254087999,7.011762271,7.742949516,7.865684873,7.637513555,7.793471938,7.288473243,7.422767614,7.413838695,7.44695326,7.689646293,7.221415286,7.622030971,7.567783682,7.576385467,7.879168211,7.417375724,7.760310712,7.552998817,7.199375564,7.249947753,7.366136384,7.92561888,7.192608279,7.344503661,10.60012772,7.417965598,7.54369874,7.871753128,7.936594425,7.361200426,7.229054206,8.739661592,8.846231367,7.459580779,7.639711931,7.679216634,7.619649653,7.573321142,7.776796803,7.926437093,7.564397386,7.943555563,8.128712594,7.708197449,7.424147067,7.869709004,7.600170959,7.446494918,7.976515257,7.610591055,7.320408938,7.908733911,7.971178217,8.270412473,7.749565724,7.362174733,8.167384838,7.386391649,7.361069774,7.12783668,7.140004058,7.368188598,7.180449505,7.290123949,7.14036491,7.651335612,7.000476059,7.180264384,6.754715933,7.16830249,7.340585488,7.267977694,7.413353154,7.779110317,7.872908987,7.320709491,7.043158649,8.679187963,7.584336767,8.033900337,7.228502096,7.89668405,8.103195874,7.680323148,7.465161482,7.447450198,7.418798141,7.367202491,7.097928464,7.076782511,7.39433654,7.522022505,7.771241807,7.330133373,7.286269099,7.882932539,7.322260672,7.40232031,7.104874397,7.565479915,7.334464795,7.210793987,8.106799564,7.286816399,7.423062728,7.630753579,7.411581105,7.518191841,7.411491446,7.186134266,7.368412582,7.324313155,7.424106183,7.388962157,7.545389539,7.383697719,7.536908976,8.233701698
"SYNM",9.570773965,11.7176525,12.54447125,9.183039686,9.397875195,9.073914006,10.98572985,10.8972167,9.476964014,10.31517408,11.44214849,9.375146975,10.62737139,10.03024387,11.47334083,9.357414016,8.770984541,10.81141854,7.584506466,9.956337176,10.00304914,10.5048041,11.16455173,10.1728041,10.27110132,9.466714396,12.06251,9.021066565,10.33068111,11.9527879,9.790007943,10.1299376,10.83895972,11.6027739,10.33969796,10.34268081,9.47695664,9.136516641,11.69018363,10.18026474,9.547907529,10.14282872,11.57342199,10.46798164,8.965512649,10.92277572,9.920835188,9.182916399,10.14692515,9.344192025,8.826743505,11.88345188,8.657219577,8.715727242,10.42463533,9.521226579,10.58069899,10.50030509,9.790042493,10.45376448,12.10082145,9.787643029,9.347572413,10.77537121,9.436206332,9.355514327,10.02201814,10.80085875,10.23047798,10.41425577,10.02341717,10.36427337,9.667390256,7.759353462,9.932607279,11.52695198,9.2587325,8.86197944,9.607234978,10.20941693,9.98058472,10.82849254,9.668953703,11.19648321,9.764452289,10.84277877,9.744732898,9.774309089,8.964258482,9.569418832,10.28911076,9.643404314,9.114007408,10.78043052,8.961888346,10.1525453,10.55157767,10.17454283,9.565282859,9.536085729,9.249343671,9.84808867,11.32590165,11.92320986,9.716382146,9.97528818,12.77458837,9.332009456,11.76360366,9.86872785,12.82640812,9.543541743,12.03630835,9.981537799,10.07242593,9.504181574,10.43679474,10.03479842,10.19676803
"PDLIM3",8.970943,10.84846,11.45673,8.648096,7.571567,9.344923,9.860522,9.501679,7.614682,8.028304,9.85481,7.896649,7.662598,10.02124,10.1447,8.734669,9.657494,9.433045,7.321415,8.749572,8.637945,9.369722,9.423209,9.533307,8.588551,8.937615,11.22572,9.350348,7.48133,11.29821,8.797398,8.087847,10.04042,10.40574,8.734251,8.473004,8.112958,9.17594,10.39316,8.799412,8.843894,7.894128,10.222,9.851761,9.640865,9.211003,8.168961,9.150229,9.152897,7.702336,8.870079,10.01471,8.867002,7.973239,8.925028,7.979867,7.491343,8.637468,9.370609,8.49299,11.11239,7.136092,7.334319,7.806668,8.530165,7.771423,8.689823,8.820115,8.703937,7.288998,7.864223,7.461011,7.707531,7.6808,8.086923,10.15712,8.718343,8.415833,9.674377,7.628392,6.745517,7.904563,7.644164,9.579728,7.299092,7.849755,7.002753,8.931163,7.765946,7.022437,9.671394,7.528592,7.916032,9.463473,8.219664,8.521239,8.631935,7.598356,8.671812,7.822876,7.905907,7.028083,9.844025,10.50491,8.525969,7.286279,11.2558,8.623808,10.29585,8.761911,11.05746,8.967771,10.22104,8.074845,7.505001,8.867119,7.643544,7.166641,7.382738
"COMP",6.695838171,6.891088487,7.611284636,8.823030956,6.807788728,7.20010464,6.805816072,6.81515677,7.442925203,7.166037269,6.877927266,6.667301304,7.039402877,8.545391089,6.691154171,7.080886198,7.800887527,6.708100642,6.76799332,7.015866642,7.688722098,6.794015641,6.676908689,7.599752699,10.03461356,6.724491715,6.766249819,6.848321407,6.648784984,7.97698731,7.061563891,10.42773992,7.78204597,7.588862512,6.780654444,7.152310848,8.01397206,6.881330495,6.621820277,7.053871657,7.005255043,6.658936934,6.756261878,7.238080759,7.006170968,9.036687008,6.879978034,7.043552665,6.693770353,8.772095697,7.707270711,6.807574839,7.091599235,6.704685984,7.738485102,7.533273878,6.65853862,6.850499089,6.957927238,9.278678814,7.411293194,7.051022758,6.58839823,7.901482234,8.348142231,9.215498175,6.797709386,6.730089161,8.79417532,6.637505527,8.31410264,8.000536083,7.914789315,6.682024361,7.731332263,6.684727725,7.454714604,6.775900486,7.890190284,7.496504266,6.847790038,8.608599821,6.79416742,6.785652273,6.666100554,8.470247842,6.699312599,7.137195549,7.352473914,6.691181147,11.81519868,7.21323014,7.881324279,7.039328609,6.65789091,6.82612337,6.975907683,6.707420765,6.780108244,6.754282533,6.902213988,7.186215186,6.709593026,9.012736294,7.519426416,6.964168213,7.152338035,7.005728165,6.99474578,6.750868825,7.67162135,7.726548989,6.733563917,7.668067359,6.853068617,7.240135966,7.435440192,6.848111427,6.726251244
"PNCK",7.324631564,9.320356048,8.977571156,6.944153537,6.69690971,6.822214156,7.686508941,7.606326138,6.907184513,6.88032163,8.270364312,6.956996475,6.773018464,6.838223528,8.123958798,6.809972797,6.890377896,7.956502731,6.643862322,6.677570123,6.663494354,7.455187684,7.706245661,7.272962981,6.761620921,7.109540055,8.518504458,6.899457999,6.703422542,8.525418268,6.727120943,6.810296893,7.750060565,8.0995148,7.169869407,6.646087831,6.650966843,6.697956067,8.387888886,7.103123464,7.055534796,6.77280942,8.16670914,7.498833596,6.72711233,7.569216135,6.759489909,6.694611454,7.273738021,6.642544512,6.833174705,8.404780775,6.759376406,6.730315822,7.729346618,6.725408695,6.745646287,7.824683397,6.657667804,6.77637482,9.258749621,6.903419157,6.805056981,6.750834908,6.815012461,6.880620613,7.685574408,7.68729429,7.094503763,6.626647459,6.676117118,6.686289405,6.713908078,6.639803212,6.725509273,8.315293478,6.725190818,6.672200626,7.071416424,6.8197623,6.887225836,6.9347482,6.741029343,7.911699766,6.831309558,6.718175115,7.069584671,7.110555924,6.800195837,6.565090754,7.874372308,6.625862804,6.864850644,7.868100138,6.622931408,6.705537238,7.369654108,6.604028327,6.621002301,6.787720328,6.919269158,6.841591309,8.197797102,8.730605495,6.883255983,6.866713758,9.330703422,6.685920144,8.565265004,7.662216574,9.803018254,6.765816924,8.426668475,6.675376352,6.737000596,6.755039879,6.762596801,6.653835686,6.741128628
"DCN",13.29439,13.33274,13.62274,14.02381,13.10043,13.68788,13.73567,13.86455,13.81523,13.54956,13.73627,12.93989,13.81796,13.71256,13.51009,13.74229,14.08575,13.46066,10.96628,13.69869,13.6379,13.62447,13.88164,13.23885,13.79766,14.12378,13.9243,13.45447,13.49118,13.38993,14.03001,13.65116,13.9701,14.48621,14.26188,14.10503,13.98824,14.31517,13.74234,13.83532,13.69966,13.85087,13.73128,14.02428,14.30713,13.85355,14.02416,13.76443,12.92969,14.30313,13.87093,13.50325,13.51237,12.14561,13.51185,13.15121,12.96607,13.38189,13.60886,13.61115,13.77697,13.3672,13.5708,13.09965,13.63806,13.52037,13.55787,12.06064,13.54405,12.43492,13.46369,13.37625,13.52473,11.39116,13.7567,13.02226,13.74791,11.91534,12.87652,13.14599,12.93773,13.46868,13.72238,12.89014,13.61358,13.53604,13.603,13.69882,13.56988,13.01465,13.61892,13.30178,13.49975,13.14022,13.13436,13.65223,13.59877,13.63516,13.4493,13.14246,13.57332,13.26767,13.50907,13.56394,13.53523,13.38031,13.29774,13.52449,13.27829,12.80408,13.16091,13.50338,13.36335,13.31914,12.84264,13.31729,13.62025,12.85098,13.49071
"CASQ2",8.107071,9.973564,10.2531,7.624747,7.995771,7.553323,9.074173,8.852657,7.491264,7.651875,8.84065,7.471606,8.085516,8.022166,9.239221,8.043754,7.319129,9.086988,6.971709,7.543219,7.582341,8.610777,8.328383,8.078725,7.891363,8.35379,9.738368,7.558475,7.792313,9.953325,7.286791,7.656515,8.790769,9.452783,8.613351,7.928635,8.013972,7.38462,9.531835,8.139036,7.877135,7.859887,9.181045,9.006742,7.086193,9.14344,7.432076,7.143018,7.97511,8.03338,7.449755,9.454291,7.169596,7.120586,8.267953,8.018411,8.200355,8.530885,7.129863,7.737572,10.3116,7.945864,8.052735,7.704357,7.874348,7.621733,8.598115,8.518623,8.217113,8.038541,7.599444,8.059773,8.143459,6.788769,7.675649,9.133644,7.412775,7.152709,7.602036,8.068205,7.265258,7.970464,7.785805,9.050441,7.765516,7.86838,7.778213,8.170705,7.5155,7.647133,8.993687,8.299973,7.931121,8.645666,7.167066,8.635952,7.896027,7.785336,7.284392,7.420206,7.87486,7.47513,8.934683,9.769743,7.396337,8.129681,10.5889,7.187373,8.934745,7.954463,10.04847,7.150814,9.242087,7.666116,8.413899,7.548632,7.769432,7.895018,7.635062
"SLC25A37",9.08643,9.858774,8.319978,8.143508,8.418243,7.866131,8.503154,8.703624,8.069429,8.095315,8.680272,8.336288,8.043191,8.262015,8.417352,8.697439,8.184142,8.48467,8.869044,8.72484,8.340379,9.065925,8.384197,8.791664,8.978132,11.75903,8.562736,8.052225,8.044275,9.747006,7.99951,8.653491,8.706145,8.559179,8.171373,8.262559,9.045136,8.117301,8.713463,9.094186,8.62837,9.270087,8.277177,10.25716,8.133502,9.563051,7.849417,8.576489,8.38011,8.392534,8.414067,8.715646,8.373004,8.128628,8.42967,8.702045,8.251633,9.484748,8.276892,8.357792,8.661767,8.052888,8.35484,8.350138,8.16294,8.271873,9.785516,8.983558,8.913213,9.014415,8.614079,8.53136,8.424451,8.329837,7.877165,8.988768,7.815978,8.253113,8.48831,8.290036,8.247578,8.46157,9.415027,8.892628,8.452591,8.5901,8.252384,8.548587,8.404129,8.302053,8.479237,8.263472,9.119616,8.906855,8.335215,8.858092,8.742012,8.277476,8.665097,8.327204,9.408389,8.380167,8.586957,9.254344,8.123273,8.354554,8.759346,8.057884,9.124203,8.632486,9.507227,8.472969,8.689037,8.200483,8.379844,7.943624,8.188481,8.111598,8.230826
"SMTN",9.124414,11.29665,11.01277,8.228542,8.487124,7.941594,9.444537,9.542833,8.028381,8.254304,10.0594,8.220962,8.460715,8.62031,9.753265,8.361333,8.037625,9.827645,7.564418,8.358526,8.308925,9.287871,9.173265,9.032844,8.065926,9.081399,10.47906,8.264617,7.76987,10.99848,7.7586,8.006408,9.816445,9.657792,8.770138,7.676514,8.495793,8.129434,10.31784,8.713262,8.585072,8.206942,9.614504,9.41669,8.007286,9.230946,8.274583,7.693088,8.655561,8.13156,7.607851,10.13695,7.720669,7.522843,8.945459,8.073692,8.134238,9.165543,7.708231,7.950917,10.4658,8.322002,7.998487,7.970659,8.135564,8.184302,8.927809,9.120051,8.529022,8.037001,8.037737,8.160077,7.811532,7.592141,7.810345,9.752505,7.690567,7.578543,8.532892,7.807767,8.055088,7.989639,8.363835,9.329825,7.949161,7.923795,7.724847,8.638262,7.973337,8.063069,8.970567,7.861448,8.209938,9.573337,8.192406,8.849945,8.345096,7.949678,7.904217,7.767951,8.225055,8.426111,9.814365,10.15665,7.545205,8.022372,11.02926,7.39768,9.706296,8.472605,11.15268,7.920331,10.29324,8.030432,8.63407,7.955905,7.835328,8.200222,7.767753
"GPC6",7.448974,7.811149,8.20353,8.97846,8.190744,7.822539,7.995861,8.333069,9.389761,7.955377,8.196056,7.596294,9.149577,8.741528,7.931668,8.337495,7.979992,7.782062,6.887686,7.829893,7.817311,8.841324,8.855852,8.319749,8.697016,8.779891,8.292572,8.025709,8.897237,8.797552,8.307392,9.553044,8.683012,8.601874,8.371766,8.24878,8.743133,8.331204,8.393894,8.747992,8.674049,8.5054,8.639095,9.19154,7.739415,9.016251,8.711475,7.958525,7.693414,9.85008,8.615709,8.949542,7.943049,7.316694,8.557266,8.635532,9.448127,8.304696,8.341308,8.679036,8.761181,8.917824,9.180492,8.924016,8.739896,8.906108,8.59962,7.71533,8.873139,8.769741,8.853811,8.812802,8.837343,7.100503,8.745576,8.232191,8.887515,7.606122,7.714997,8.695798,7.946523,9.020307,8.662702,8.462538,9.148692,9.073972,9.092285,8.566058,8.300057,8.331084,9.240578,9.129247,8.485704,8.626175,7.82968,9.122127,8.572763,8.697986,8.156423,8.324818,8.625148,8.906636,8.162862,9.367944,8.692061,8.116387,8.382091,8.199304,8.282991,8.043326,8.437942,8.516456,8.483577,9.156359,8.657373,8.786156,9.065902,8.901952,8.639016
"GJA1",8.323262,8.390977,9.475414,9.658514,8.711646,10.70152,8.939352,9.10243,8.732099,9.706596,9.237839,8.685739,9.292388,10.92125,8.920834,9.361375,10.56794,8.689184,7.573304,10.32907,9.961377,9.320341,9.529525,8.868889,9.85762,8.973532,9.296642,10.71808,9.176508,8.992282,11.00501,8.997373,10.19281,10.07205,9.245541,10.48632,9.096898,10.57863,9.206505,9.170767,9.696295,8.969797,9.481414,9.149827,11.5234,9.046043,9.466387,11.20429,8.610198,9.302751,10.65172,9.068591,10.56545,8.245622,8.965039,8.851715,8.543758,8.954712,10.57779,8.961678,9.345695,8.928838,9.442516,8.671324,11.14324,9.652938,9.049271,8.250563,8.876427,8.13831,8.595593,8.568882,8.970382,7.847434,9.135149,9.337055,10.89288,7.727365,9.790443,9.207379,9.409337,8.789797,9.450233,9.256783,9.349351,8.939593,9.577221,9.05339,9.782441,8.53053,9.156106,8.708993,9.423167,9.107836,10.08748,8.496763,8.953181,8.645315,9.807339,9.484838,9.592298,8.102104,9.367655,9.912743,11.28963,8.643516,9.891462,10.70126,9.703544,8.509767,8.785622,10.84956,9.384268,8.999916,8.867919,11.36406,9.404848,9.614506,9.398398
